source,target,amount
680,1803,1.0
516,1804,1.0
3062,1804,1.0
3620,1804,1.0
3729,1804,1.0
768,1804,1.0
620,1805,1.0
760,1805,1.0
3535,1805,1.0
1874,1805,1.0
527,1805,1.0
3007,1806,1.0
6494,1806,1.0
7468,1806,1.0
7710,1806,1.0
5582,1806,1.0
1575,1807,1.0
2536,1807,1.0
6632,1807,1.0
3237,1807,1.0
8633,1807,1.0
7265,1808,1.0
1021,1808,1.0
254,1808,1.0
4378,1808,1.0
5489,1808,1.0
4104,1809,1.0
8647,1809,1.0
8053,1809,1.0
3875,1809,1.0
6290,1809,1.0
3560,1810,1.0
1507,1810,1.0
3089,1810,1.0
3183,1810,1.0
2337,1810,1.0
5633,1811,1.0
8142,1811,1.0
3086,1811,1.0
5345,1811,1.0
3305,1811,1.0
7021,1812,1.0
7654,1812,1.0
7867,1812,1.0
2212,1812,1.0
8017,1812,1.0
7412,1813,1.0
1677,1813,1.0
6786,1813,1.0
2412,1813,1.0
1926,1813,1.0
6737,1814,1.0
6010,1814,1.0
1560,1814,1.0
4107,1814,1.0
7655,1814,1.0
1620,1815,1.0
3354,1815,1.0
2900,1815,1.0
2245,1815,1.0
2852,1815,1.0
2215,1816,1.0
2318,1816,1.0
9073,1816,1.0
223,1816,1.0
2940,1816,1.0
4076,1817,1.0
580,1817,1.0
1207,1817,1.0
951,1817,1.0
3191,1817,1.0
951,1818,1.0
645,1818,1.0
764,1818,1.0
8786,1818,1.0
3483,1818,1.0
5239,1819,1.0
1225,1819,1.0
4094,1819,1.0
3846,1819,1.0
4345,1819,1.0
6304,1820,1.0
6654,1820,1.0
5835,1820,1.0
7139,1820,1.0
6080,1820,1.0
3682,1821,1.0
7254,1821,1.0
1199,1821,1.0
2613,1821,1.0
274,1821,1.0
2175,1822,1.0
8414,1822,1.0
3839,1822,1.0
3094,1822,1.0
190,1822,1.0
1059,1823,1.0
989,1823,1.0
695,1823,1.0
3587,1823,1.0
223,1823,1.0
1127,1824,1.0
7622,1824,1.0
6161,1824,1.0
3309,1824,1.0
2546,1824,1.0
2551,1825,1.0
3481,1825,1.0
1638,1825,1.0
8123,1825,1.0
2550,1825,1.0
2699,1826,1.0
1756,1826,1.0
1254,1826,1.0
1277,1826,1.0
3686,1826,1.0
243,1827,1.0
6909,1827,1.0
5409,1827,1.0
8117,1827,1.0
7413,1827,1.0
6944,1828,1.0
1404,1828,1.0
8938,1828,1.0
2188,1828,1.0
7510,1828,1.0
5001,1829,1.0
4888,1829,1.0
5457,1829,1.0
574,1829,1.0
4687,1829,1.0
7112,1830,1.0
7119,1830,1.0
7100,1830,1.0
7113,1830,1.0
7059,1830,1.0
5664,1831,1.0
5730,1831,1.0
3692,1831,1.0
4139,1831,1.0
3542,1831,1.0
6717,1832,1.0
7226,1832,1.0
8171,1832,1.0
5090,1832,1.0
1287,1832,1.0
2051,1833,1.0
976,1833,1.0
2351,1833,1.0
492,1833,1.0
7091,1833,1.0
8864,1834,1.0
7393,1834,1.0
7350,1834,1.0
3052,1834,1.0
3375,1834,1.0
1836,1835,1.0
4039,1835,1.0
982,1835,1.0
1015,1835,1.0
1446,1835,1.0
1835,1836,1.0
1446,1836,1.0
1015,1836,1.0
4039,1836,1.0
982,1836,1.0
843,1837,1.0
2953,1837,1.0
1294,1837,1.0
8606,1837,1.0
4268,1837,1.0
6934,1838,1.0
6677,1838,1.0
5353,1838,1.0
5398,1838,1.0
6256,1838,1.0
1209,1839,1.0
1526,1839,1.0
1473,1839,1.0
8155,1839,1.0
7107,1839,1.0
7709,1840,1.0
3626,1840,1.0
1750,1840,1.0
1104,1840,1.0
5736,1840,1.0
4080,1841,1.0
3616,1841,1.0
4266,1841,1.0
4029,1841,1.0
3458,1841,1.0
7717,1842,1.0
5297,1842,1.0
4259,1842,1.0
8041,1842,1.0
649,1842,1.0
138,1843,1.0
463,1843,1.0
2086,1843,1.0
270,1843,1.0
32,1843,1.0
1969,1844,1.0
8691,1844,1.0
1909,1844,1.0
5610,1844,1.0
6805,1844,1.0
2208,1845,1.0
5348,1845,1.0
5671,1845,1.0
2480,1845,1.0
1374,1845,1.0
5464,1846,1.0
5293,1846,1.0
7901,1846,1.0
665,1846,1.0
3386,1846,1.0
554,1847,1.0
662,1847,1.0
8114,1847,1.0
8176,1847,1.0
114,1847,1.0
2870,1848,1.0
2908,1848,1.0
6802,1848,1.0
4673,1848,1.0
4577,1848,1.0
878,1849,1.0
4947,1849,1.0
4737,1849,1.0
5175,1849,1.0
4745,1849,1.0
2851,1850,1.0
3237,1850,1.0
5843,1850,1.0
242,1850,1.0
1795,1850,1.0
3635,1851,1.0
2411,1851,1.0
1604,1851,1.0
1739,1851,1.0
5622,1851,1.0
1886,1852,1.0
6091,1852,1.0
6828,1852,1.0
5185,1852,1.0
1430,1852,1.0
2626,1853,1.0
6108,1853,1.0
3801,1853,1.0
8147,1853,1.0
2958,1853,1.0
5168,1854,1.0
2896,1854,1.0
5322,1854,1.0
4382,1854,1.0
1659,1854,1.0
5334,1855,1.0
3594,1855,1.0
1752,1855,1.0
8298,1855,1.0
404,1855,1.0
4196,1856,1.0
573,1856,1.0
1861,1856,1.0
4613,1856,1.0
5262,1856,1.0
1625,1857,1.0
4124,1857,1.0
3223,1857,1.0
220,1857,1.0
2894,1857,1.0
6800,1858,1.0
7481,1858,1.0
8191,1858,1.0
7817,1858,1.0
4348,1858,1.0
6495,1859,1.0
5288,1859,1.0
7557,1859,1.0
3409,1859,1.0
6846,1859,1.0
8199,1860,1.0
5316,1860,1.0
8735,1860,1.0
1126,1860,1.0
7117,1860,1.0
4196,1861,1.0
7049,1861,1.0
6115,1861,1.0
8559,1861,1.0
1856,1861,1.0
5506,1862,1.0
8989,1862,1.0
6204,1862,1.0
684,1862,1.0
1468,1862,1.0
645,1863,1.0
764,1863,1.0
4120,1863,1.0
7643,1863,1.0
3452,1863,1.0
4254,1864,1.0
8328,1864,1.0
2808,1864,1.0
8660,1864,1.0
2908,1864,1.0
6642,1865,1.0
8560,1865,1.0
6517,1865,1.0
6728,1865,1.0
8742,1865,1.0
3762,1866,1.0
6159,1866,1.0
7337,1866,1.0
6281,1866,1.0
7258,1866,1.0
577,1867,1.0
5665,1867,1.0
6361,1867,1.0
9065,1867,1.0
8710,1867,1.0
924,1868,1.0
5967,1868,1.0
1869,1868,1.0
3905,1868,1.0
834,1868,1.0
834,1869,1.0
1870,1869,1.0
3935,1869,1.0
3684,1869,1.0
3905,1869,1.0
1869,1870,1.0
8731,1870,1.0
834,1870,1.0
3905,1870,1.0
3935,1870,1.0
7747,1871,1.0
4040,1871,1.0
6738,1871,1.0
7370,1871,1.0
7145,1871,1.0
7520,1872,1.0
6785,1872,1.0
2209,1872,1.0
6892,1872,1.0
4237,1872,1.0
2497,1873,1.0
5302,1873,1.0
1027,1873,1.0
1103,1873,1.0
2873,1873,1.0
17,1874,1.0
3535,1874,1.0
1768,1874,1.0
2148,1874,1.0
23,1874,1.0
6326,1875,1.0
5978,1875,1.0
6800,1875,1.0
7360,1875,1.0
7592,1875,1.0
8615,1876,1.0
353,1876,1.0
3130,1876,1.0
8363,1876,1.0
1088,1876,1.0
1151,1877,1.0
1625,1877,1.0
1857,1877,1.0
2399,1877,1.0
150,1877,1.0
5111,1878,1.0
5057,1878,1.0
191,1878,1.0
4792,1878,1.0
8497,1878,1.0
7690,1879,1.0
5259,1879,1.0
5952,1879,1.0
5261,1879,1.0
6324,1879,1.0
2485,1880,1.0
6538,1880,1.0
639,1880,1.0
8685,1880,1.0
5258,1880,1.0
2023,1881,1.0
6366,1881,1.0
1986,1881,1.0
43,1881,1.0
7941,1881,1.0
6225,1882,1.0
7165,1882,1.0
3470,1882,1.0
8091,1882,1.0
6713,1882,1.0
4793,1883,1.0
7522,1883,1.0
7594,1883,1.0
2902,1883,1.0
3199,1883,1.0
4080,1884,1.0
3776,1884,1.0
3609,1884,1.0
2174,1884,1.0
9038,1884,1.0
8297,1885,1.0
2558,1885,1.0
2017,1885,1.0
8803,1885,1.0
3822,1885,1.0
6118,1886,1.0
7678,1886,1.0
3466,1886,1.0
7681,1886,1.0
690,1886,1.0
1014,1887,1.0
324,1887,1.0
5544,1887,1.0
5649,1887,1.0
1784,1887,1.0
8303,1888,1.0
1270,1888,1.0
4161,1888,1.0
3720,1888,1.0
8653,1888,1.0
510,1889,1.0
1854,1889,1.0
5476,1889,1.0
403,1889,1.0
2221,1889,1.0
7116,1890,1.0
4007,1890,1.0
7601,1890,1.0
8657,1890,1.0
8964,1890,1.0
2235,1891,1.0
2644,1891,1.0
2379,1891,1.0
3016,1891,1.0
6854,1891,1.0
3055,1892,1.0
8728,1892,1.0
1700,1892,1.0
1092,1892,1.0
8874,1892,1.0
2764,1893,1.0
3899,1893,1.0
1743,1893,1.0
1105,1893,1.0
6158,1893,1.0
6558,1894,1.0
4474,1894,1.0
1240,1894,1.0
5979,1894,1.0
7415,1894,1.0
3367,1895,1.0
7429,1895,1.0
8020,1895,1.0
6228,1895,1.0
3487,1895,1.0
2884,1896,1.0
2964,1896,1.0
1971,1896,1.0
1725,1896,1.0
6328,1896,1.0
3660,1897,1.0
2181,1897,1.0
696,1897,1.0
3276,1897,1.0
831,1897,1.0
2946,1898,1.0
2044,1898,1.0
2702,1898,1.0
5343,1898,1.0
3668,1898,1.0
4424,1899,1.0
5919,1899,1.0
3219,1899,1.0
6674,1899,1.0
866,1899,1.0
2384,1900,1.0
8085,1900,1.0
7164,1900,1.0
3548,1900,1.0
6190,1900,1.0
7024,1901,1.0
5590,1901,1.0
2261,1901,1.0
6524,1901,1.0
1873,1901,1.0
3866,1902,1.0
2878,1902,1.0
6653,1902,1.0
4649,1902,1.0
4506,1902,1.0
3300,1903,1.0
5935,1903,1.0
6276,1903,1.0
6412,1903,1.0
4323,1903,1.0
4515,1904,1.0
1724,1904,1.0
7948,1904,1.0
1091,1904,1.0
2798,1904,1.0
176,1905,1.0
3589,1905,1.0
2186,1905,1.0
4073,1905,1.0
1775,1905,1.0
2370,1906,1.0
2495,1906,1.0
43,1906,1.0
655,1906,1.0
6943,1906,1.0
6144,1907,1.0
8462,1907,1.0
5616,1907,1.0
1795,1907,1.0
426,1907,1.0
6228,1908,1.0
7800,1908,1.0
1170,1908,1.0
8277,1908,1.0
2992,1908,1.0
1969,1909,1.0
1844,1909,1.0
8691,1909,1.0
6297,1909,1.0
5610,1909,1.0
3940,1910,1.0
8787,1910,1.0
3934,1910,1.0
8294,1910,1.0
1547,1910,1.0
2990,1911,1.0
964,1911,1.0
284,1911,1.0
276,1911,1.0
4220,1911,1.0
7943,1912,1.0
7238,1912,1.0
3314,1912,1.0
5981,1912,1.0
7430,1912,1.0
2802,1913,1.0
3369,1913,1.0
6968,1913,1.0
6000,1913,1.0
5714,1913,1.0
3801,1914,1.0
2665,1914,1.0
2816,1914,1.0
2626,1914,1.0
8147,1914,1.0
3686,1915,1.0
1062,1915,1.0
1254,1915,1.0
3737,1915,1.0
380,1915,1.0
2367,1916,1.0
1988,1916,1.0
5485,1916,1.0
2948,1916,1.0
3652,1916,1.0
122,1917,1.0
1403,1917,1.0
9,1917,1.0
7014,1917,1.0
1212,1917,1.0
8956,1918,1.0
3372,1918,1.0
2995,1918,1.0
5580,1918,1.0
7738,1918,1.0
3948,1919,1.0
5285,1919,1.0
3006,1919,1.0
4220,1919,1.0
964,1919,1.0
903,1920,1.0
905,1920,1.0
979,1920,1.0
1036,1920,1.0
5160,1920,1.0
121,1921,1.0
2141,1921,1.0
11,1921,1.0
9016,1921,1.0
1417,1921,1.0
2679,1922,1.0
8922,1922,1.0
1374,1922,1.0
2480,1922,1.0
1134,1922,1.0
5775,1923,1.0
7558,1923,1.0
6022,1923,1.0
461,1923,1.0
248,1923,1.0
2371,1924,1.0
5356,1924,1.0
2167,1924,1.0
3859,1924,1.0
1689,1924,1.0
632,1925,1.0
3006,1925,1.0
5428,1925,1.0
300,1925,1.0
427,1925,1.0
5270,1926,1.0
8705,1926,1.0
6123,1926,1.0
8109,1926,1.0
6786,1926,1.0
6727,1927,1.0
5617,1927,1.0
5741,1927,1.0
7472,1927,1.0
8344,1927,1.0
4473,1928,1.0
2512,1928,1.0
8380,1928,1.0
7847,1928,1.0
5995,1928,1.0
8095,1929,1.0
4343,1929,1.0
3864,1929,1.0
3510,1929,1.0
1096,1929,1.0
8416,1930,1.0
6961,1930,1.0
5658,1930,1.0
48,1930,1.0
8681,1930,1.0
7526,1931,1.0
6706,1931,1.0
750,1931,1.0
5739,1931,1.0
426,1931,1.0
6820,1932,1.0
2036,1932,1.0
921,1932,1.0
4094,1932,1.0
395,1932,1.0
8253,1933,1.0
5572,1933,1.0
4537,1933,1.0
2853,1933,1.0
303,1933,1.0
8091,1934,1.0
7493,1934,1.0
6295,1934,1.0
5260,1934,1.0
8912,1934,1.0
3098,1935,1.0
8758,1935,1.0
4005,1935,1.0
8302,1935,1.0
395,1935,1.0
6386,1936,1.0
3210,1936,1.0
337,1936,1.0
5381,1936,1.0
6676,1936,1.0
871,1937,1.0
1247,1937,1.0
2849,1937,1.0
4543,1937,1.0
8754,1937,1.0
8093,1938,1.0
3758,1938,1.0
3171,1938,1.0
8586,1938,1.0
6830,1938,1.0
5646,1939,1.0
5293,1939,1.0
2117,1939,1.0
5464,1939,1.0
8006,1939,1.0
1294,1940,1.0
2782,1940,1.0
356,1940,1.0
311,1940,1.0
5218,1940,1.0
2141,1941,1.0
121,1941,1.0
1549,1941,1.0
1496,1941,1.0
8852,1941,1.0
417,1942,1.0
426,1942,1.0
1119,1942,1.0
3691,1942,1.0
1429,1942,1.0
3964,1943,1.0
1719,1943,1.0
3983,1943,1.0
822,1943,1.0
1328,1943,1.0
4053,1944,1.0
2036,1944,1.0
7617,1944,1.0
7957,1944,1.0
4480,1944,1.0
5586,1945,1.0
14,1945,1.0
3333,1945,1.0
2338,1945,1.0
2836,1945,1.0
3921,1946,1.0
2317,1946,1.0
3068,1946,1.0
2099,1946,1.0
917,1946,1.0
2735,1947,1.0
1565,1947,1.0
3042,1947,1.0
2009,1947,1.0
385,1947,1.0
5488,1948,1.0
441,1948,1.0
3517,1948,1.0
2954,1948,1.0
5291,1948,1.0
7062,1949,1.0
7909,1949,1.0
7911,1949,1.0
7104,1949,1.0
1349,1949,1.0
8712,1950,1.0
3802,1950,1.0
3056,1950,1.0
884,1950,1.0
1615,1950,1.0
1265,1951,1.0
3289,1951,1.0
459,1951,1.0
3083,1951,1.0
2315,1951,1.0
3536,1952,1.0
399,1952,1.0
1025,1952,1.0
5789,1952,1.0
5253,1952,1.0
170,1953,1.0
691,1953,1.0
6183,1953,1.0
6678,1953,1.0
6592,1953,1.0
6354,1954,1.0
6392,1954,1.0
6691,1954,1.0
1307,1954,1.0
2985,1954,1.0
2409,1955,1.0
8617,1955,1.0
4622,1955,1.0
4663,1955,1.0
4182,1955,1.0
693,1956,1.0
9009,1956,1.0
3002,1956,1.0
7157,1956,1.0
1399,1956,1.0
8296,1957,1.0
3888,1957,1.0
228,1957,1.0
7199,1957,1.0
6122,1957,1.0
6698,1958,1.0
2417,1958,1.0
7297,1958,1.0
7298,1958,1.0
5994,1958,1.0
6956,1959,1.0
8743,1959,1.0
777,1959,1.0
7260,1959,1.0
6006,1959,1.0
905,1960,1.0
1036,1960,1.0
979,1960,1.0
3216,1960,1.0
5557,1960,1.0
1009,1961,1.0
5687,1961,1.0
3512,1961,1.0
4284,1961,1.0
3748,1961,1.0
544,1962,1.0
2800,1962,1.0
178,1962,1.0
3914,1962,1.0
1106,1962,1.0
5925,1963,1.0
4340,1963,1.0
1284,1963,1.0
6083,1963,1.0
2986,1963,1.0
1728,1964,1.0
6412,1964,1.0
2525,1964,1.0
1039,1964,1.0
4309,1964,1.0
8221,1965,1.0
7601,1965,1.0
4007,1965,1.0
4663,1965,1.0
8250,1965,1.0
2316,1966,1.0
72,1966,1.0
2344,1966,1.0
5506,1966,1.0
9020,1966,1.0
6371,1967,1.0
2400,1967,1.0
7351,1967,1.0
7067,1967,1.0
3295,1967,1.0
7827,1968,1.0
3814,1968,1.0
1649,1968,1.0
2840,1968,1.0
3180,1968,1.0
1844,1969,1.0
8691,1969,1.0
1909,1969,1.0
5610,1969,1.0
6297,1969,1.0
8795,1970,1.0
3748,1970,1.0
2612,1970,1.0
2794,1970,1.0
3590,1970,1.0
6971,1971,1.0
6992,1971,1.0
7542,1971,1.0
8337,1971,1.0
2810,1971,1.0
6270,1972,1.0
241,1972,1.0
5157,1972,1.0
6150,1972,1.0
6842,1972,1.0
802,1973,1.0
3909,1973,1.0
3317,1973,1.0
3983,1973,1.0
7696,1973,1.0
6342,1974,1.0
3438,1974,1.0
4371,1974,1.0
1036,1974,1.0
7853,1974,1.0
8945,1975,1.0
1736,1975,1.0
445,1975,1.0
7443,1975,1.0
1723,1975,1.0
8579,1976,1.0
1165,1976,1.0
3420,1976,1.0
4269,1976,1.0
2043,1976,1.0
1734,1977,1.0
706,1977,1.0
1326,1977,1.0
3532,1977,1.0
9025,1977,1.0
4886,1978,1.0
3521,1978,1.0
5373,1978,1.0
5942,1978,1.0
1746,1978,1.0
7843,1979,1.0
3225,1979,1.0
3347,1979,1.0
3321,1979,1.0
6646,1979,1.0
250,1980,1.0
4587,1980,1.0
2539,1980,1.0
6544,1980,1.0
1381,1980,1.0
864,1981,1.0
1414,1981,1.0
4062,1981,1.0
1781,1981,1.0
243,1981,1.0
3165,1982,1.0
4010,1982,1.0
3192,1982,1.0
6749,1982,1.0
7715,1982,1.0
7703,1983,1.0
5696,1983,1.0
3246,1983,1.0
3847,1983,1.0
7160,1983,1.0
4426,1984,1.0
4067,1984,1.0
5564,1984,1.0
4427,1984,1.0
7983,1984,1.0
1611,1985,1.0
933,1985,1.0
6366,1985,1.0
4290,1985,1.0
8482,1985,1.0
6366,1986,1.0
1881,1986,1.0
2023,1986,1.0
7941,1986,1.0
43,1986,1.0
1520,1987,1.0
3299,1987,1.0
2612,1987,1.0
2295,1987,1.0
2213,1987,1.0
869,1988,1.0
8930,1988,1.0
792,1988,1.0
3652,1988,1.0
6047,1988,1.0
3229,1989,1.0
1696,1989,1.0
5432,1989,1.0
2930,1989,1.0
992,1989,1.0
4454,1990,1.0
1164,1990,1.0
5474,1990,1.0
6290,1990,1.0
7796,1990,1.0
2176,1991,1.0
2326,1991,1.0
5200,1991,1.0
4256,1991,1.0
1188,1991,1.0
3216,1992,1.0
7948,1992,1.0
7561,1992,1.0
1650,1992,1.0
1280,1992,1.0
201,1993,1.0
3289,1993,1.0
1019,1993,1.0
3956,1993,1.0
1933,1993,1.0
3832,1994,1.0
4286,1994,1.0
4276,1994,1.0
5727,1994,1.0
4494,1994,1.0
1326,1995,1.0
3455,1995,1.0
5526,1995,1.0
1743,1995,1.0
2987,1995,1.0
8081,1996,1.0
7159,1996,1.0
5284,1996,1.0
1398,1996,1.0
2909,1996,1.0
4395,1997,1.0
4653,1997,1.0
4128,1997,1.0
4632,1997,1.0
4583,1997,1.0
3733,1998,1.0
1469,1998,1.0
6637,1998,1.0
538,1998,1.0
8570,1998,1.0
7637,1999,1.0
8600,1999,1.0
7533,1999,1.0
257,1999,1.0
3486,1999,1.0
2657,2000,1.0
427,2000,1.0
1443,2000,1.0
1291,2000,1.0
3978,2000,1.0
7579,2001,1.0
6888,2001,1.0
721,2001,1.0
8317,2001,1.0
6167,2001,1.0
3180,2002,1.0
1220,2002,1.0
9034,2002,1.0
4059,2002,1.0
2840,2002,1.0
7803,2003,1.0
8810,2003,1.0
6401,2003,1.0
6045,2003,1.0
6302,2003,1.0
5731,2004,1.0
4098,2004,1.0
2210,2004,1.0
513,2004,1.0
2871,2004,1.0
2074,2005,1.0
531,2005,1.0
1393,2005,1.0
1087,2005,1.0
950,2005,1.0
1674,2006,1.0
5357,2006,1.0
4403,2006,1.0
2356,2006,1.0
8311,2006,1.0
2658,2007,1.0
1588,2007,1.0
1283,2007,1.0
2751,2007,1.0
2232,2007,1.0
498,2008,1.0
1444,2008,1.0
1712,2008,1.0
5466,2008,1.0
8281,2008,1.0
1536,2009,1.0
1746,2009,1.0
1565,2009,1.0
3042,2009,1.0
1412,2009,1.0
9002,2010,1.0
3661,2010,1.0
71,2010,1.0
2991,2010,1.0
9058,2010,1.0
6065,2011,1.0
236,2011,1.0
2594,2011,1.0
6410,2011,1.0
932,2011,1.0
8459,2012,1.0
6247,2012,1.0
456,2012,1.0
8508,2012,1.0
1355,2012,1.0
324,2013,1.0
1014,2013,1.0
2035,2013,1.0
8550,2013,1.0
5544,2013,1.0
3512,2014,1.0
3593,2014,1.0
1009,2014,1.0
7290,2014,1.0
4284,2014,1.0
609,2015,1.0
615,2015,1.0
2289,2015,1.0
452,2015,1.0
3929,2015,1.0
3824,2016,1.0
579,2016,1.0
1368,2016,1.0
1639,2016,1.0
3146,2016,1.0
1779,2017,1.0
8803,2017,1.0
183,2017,1.0
3911,2017,1.0
8285,2017,1.0
6260,2018,1.0
3899,2018,1.0
5086,2018,1.0
3311,2018,1.0
7514,2018,1.0
626,2019,1.0
475,2019,1.0
2592,2019,1.0
7315,2019,1.0
9027,2019,1.0
7137,2020,1.0
6709,2020,1.0
2389,2020,1.0
8294,2020,1.0
1115,2020,1.0
6258,2021,1.0
7188,2021,1.0
8904,2021,1.0
7964,2021,1.0
6529,2021,1.0
3908,2022,1.0
3109,2022,1.0
8863,2022,1.0
5896,2022,1.0
3921,2022,1.0
43,2023,1.0
8314,2023,1.0
4357,2023,1.0
1398,2023,1.0
8935,2023,1.0
516,2024,1.0
1804,2024,1.0
479,2024,1.0
7662,2024,1.0
3288,2024,1.0
1196,2025,1.0
5471,2025,1.0
1055,2025,1.0
541,2025,1.0
8484,2025,1.0
1083,2026,1.0
3948,2026,1.0
1919,2026,1.0
2990,2026,1.0
3006,2026,1.0
7621,2027,1.0
8360,2027,1.0
8051,2027,1.0
3439,2027,1.0
7622,2027,1.0
3522,2028,1.0
7645,2028,1.0
1270,2028,1.0
253,2028,1.0
1888,2028,1.0
7718,2029,1.0
8296,2029,1.0
7199,2029,1.0
228,2029,1.0
6817,2029,1.0
3351,2030,1.0
3809,2030,1.0
7350,2030,1.0
8377,2030,1.0
8836,2030,1.0
349,2031,1.0
8605,2031,1.0
1905,2031,1.0
1361,2031,1.0
2341,2031,1.0
1989,2032,1.0
2480,2032,1.0
2575,2032,1.0
3964,2032,1.0
2190,2032,1.0
1510,2033,1.0
2152,2033,1.0
6133,2033,1.0
1615,2033,1.0
885,2033,1.0
2591,2034,1.0
3915,2034,1.0
7504,2034,1.0
3493,2034,1.0
804,2034,1.0
5544,2035,1.0
1887,2035,1.0
2212,2035,1.0
324,2035,1.0
1014,2035,1.0
1944,2036,1.0
7617,2036,1.0
5179,2036,1.0
921,2036,1.0
7587,2036,1.0
1551,2037,1.0
717,2037,1.0
150,2037,1.0
1468,2037,1.0
1507,2037,1.0
2033,2038,1.0
885,2038,1.0
2152,2038,1.0
2181,2038,1.0
696,2038,1.0
5363,2039,1.0
2840,2039,1.0
305,2039,1.0
1656,2039,1.0
3358,2039,1.0
2947,2040,1.0
477,2040,1.0
1510,2040,1.0
2148,2040,1.0
3252,2040,1.0
5210,2041,1.0
7396,2041,1.0
187,2041,1.0
3942,2041,1.0
3538,2041,1.0
1717,2042,1.0
2679,2042,1.0
5310,2042,1.0
1922,2042,1.0
1374,2042,1.0
1097,2043,1.0
3420,2043,1.0
2722,2043,1.0
3587,2043,1.0
2696,2043,1.0
2946,2044,1.0
3668,2044,1.0
1310,2044,1.0
452,2044,1.0
4193,2044,1.0
6343,2045,1.0
7123,2045,1.0
4293,2045,1.0
6844,2045,1.0
7342,2045,1.0
7500,2046,1.0
8044,2046,1.0
2863,2046,1.0
4378,2046,1.0
2472,2046,1.0
7763,2047,1.0
447,2047,1.0
7480,2047,1.0
2620,2047,1.0
6910,2047,1.0
7598,2048,1.0
3131,2048,1.0
626,2048,1.0
1242,2048,1.0
4280,2048,1.0
6021,2049,1.0
4084,2049,1.0
1503,2049,1.0
1699,2049,1.0
2584,2049,1.0
1634,2050,1.0
8908,2050,1.0
8671,2050,1.0
7085,2050,1.0
307,2050,1.0
976,2051,1.0
492,2051,1.0
8083,2051,1.0
2744,2051,1.0
5457,2051,1.0
6580,2052,1.0
5906,2052,1.0
3683,2052,1.0
1869,2052,1.0
1754,2052,1.0
3896,2053,1.0
4338,2053,1.0
4374,2053,1.0
4647,2053,1.0
5450,2053,1.0
814,2054,1.0
3012,2054,1.0
3750,2054,1.0
7942,2054,1.0
3250,2054,1.0
3407,2055,1.0
8571,2055,1.0
359,2055,1.0
4787,2055,1.0
1893,2055,1.0
4816,2056,1.0
2076,2056,1.0
4884,2056,1.0
5082,2056,1.0
3752,2056,1.0
8332,2057,1.0
2835,2057,1.0
4773,2057,1.0
1311,2057,1.0
4825,2057,1.0
7580,2058,1.0
8036,2058,1.0
1298,2058,1.0
3277,2058,1.0
5510,2058,1.0
1420,2059,1.0
7986,2059,1.0
4499,2059,1.0
846,2059,1.0
8736,2059,1.0
4330,2060,1.0
7736,2060,1.0
2787,2060,1.0
1741,2060,1.0
2938,2060,1.0
4485,2061,1.0
5354,2061,1.0
501,2061,1.0
1599,2061,1.0
3709,2061,1.0
3018,2062,1.0
405,2062,1.0
8607,2062,1.0
20,2062,1.0
72,2062,1.0
872,2063,1.0
1055,2063,1.0
1529,2063,1.0
8990,2063,1.0
1570,2063,1.0
8250,2064,1.0
8657,2064,1.0
5778,2064,1.0
2189,2064,1.0
8353,2064,1.0
728,2065,1.0
8745,2065,1.0
727,2065,1.0
2016,2065,1.0
2549,2065,1.0
3442,2066,1.0
1561,2066,1.0
4171,2066,1.0
204,2066,1.0
6831,2066,1.0
6566,2067,1.0
784,2067,1.0
6743,2067,1.0
7930,2067,1.0
8763,2067,1.0
2454,2068,1.0
5788,2068,1.0
1968,2068,1.0
2213,2068,1.0
2266,2068,1.0
1387,2069,1.0
6858,2069,1.0
22,2069,1.0
3322,2069,1.0
2279,2069,1.0
7536,2070,1.0
4562,2070,1.0
8960,2070,1.0
1495,2070,1.0
2819,2070,1.0
1860,2071,1.0
3969,2071,1.0
1126,2071,1.0
1677,2071,1.0
2677,2071,1.0
1614,2072,1.0
691,2072,1.0
5406,2072,1.0
21,2072,1.0
1379,2072,1.0
3572,2073,1.0
119,2073,1.0
1474,2073,1.0
625,2073,1.0
3710,2073,1.0
531,2074,1.0
7337,2074,1.0
3762,2074,1.0
2252,2074,1.0
3838,2074,1.0
1292,2075,1.0
3900,2075,1.0
1658,2075,1.0
271,2075,1.0
1706,2075,1.0
2056,2076,1.0
3561,2076,1.0
8479,2076,1.0
3752,2076,1.0
5103,2076,1.0
6408,2077,1.0
4747,2077,1.0
5028,2077,1.0
5391,2077,1.0
5629,2077,1.0
2894,2078,1.0
4698,2078,1.0
8558,2078,1.0
5,2078,1.0
465,2078,1.0
1268,2079,1.0
8796,2079,1.0
5670,2079,1.0
82,2079,1.0
1069,2079,1.0
2538,2080,1.0
2496,2080,1.0
3740,2080,1.0
1928,2080,1.0
4473,2080,1.0
1585,2081,1.0
3530,2081,1.0
621,2081,1.0
1914,2081,1.0
4303,2081,1.0
5396,2082,1.0
77,2082,1.0
2683,2082,1.0
8214,2082,1.0
7619,2082,1.0
781,2083,1.0
3563,2083,1.0
6695,2083,1.0
7788,2083,1.0
53,2083,1.0
7027,2084,1.0
6024,2084,1.0
8920,2084,1.0
7261,2084,1.0
2815,2084,1.0
2772,2085,1.0
3622,2085,1.0
1456,2085,1.0
1266,2085,1.0
5503,2085,1.0
1843,2086,1.0
6409,2086,1.0
138,2086,1.0
480,2086,1.0
577,2086,1.0
6012,2087,1.0
598,2087,1.0
3750,2087,1.0
